Arup

Steel Design
Vieerendeel Roof
Example

File Steel_Design_Complex.gwb
Exported 04/12/2014 13:36:00

GSA 8.7.0.36 64-bit Copyright © Oasys 1985-2014

Beam Derived Stresses
Stresses are calculated only for elements that have unmodified Area, Iyy and Izz or for which
the 'Stress Calc. Basis' is specified as 'Section'.
The 'Stress Calc. Basis' is reported only for sections that have modified Area, Iyy or Izz.

+ve stresses:  tensile

SEy and SEz are the maximum elastic shear stresses.  (Refer to the GSA manual for details.)

Torsional stress:  St = Mxx/Ct
- where Ct is the 'torsion modulus'.  (Refer to the GSA manual for details.)

Von Mises stress:  This is calculated assuming the maximum through thickness stress and torsional stress coexist.
In most cases this is an over-estimate of the von Mises stress.

Case list:  C3 : ULS3

START_TABLE Beam Derived Stresses
Elem	Case	Stress Calc. Basis	Pos	SEy	SEz	St	Von Mises
				[Pa]	[Pa]	[Pa]	[Pa]
			1154	3.356E+6	-8.681E+6	-53580.	55.47E+6
2084	C3		1154	5.714E+6	6.166E+6	-3.751E+6	205.7E+6
			1175	5.714E+6	6.166E+6	-3.751E+6	153.6E+6
2085	C3		1154	-4.034E+6	3.256E+6	2.630E+6	27.21E+6
			1155	-4.034E+6	3.256E+6	2.630E+6	40.91E+6
2086	C3		714	7.023E+6	-4.458E+6	1.093E+6	52.53E+6
			1155	7.023E+6	-4.458E+6	1.093E+6	53.24E+6
2087	C3		1155	2.743E+6	8.755E+6	-3.303E+6	202.5E+6
			1176	2.743E+6	8.755E+6	-3.303E+6	128.6E+6
2088	C3		715	22.78E+6	-6.237E+6	967200.	128.8E+6
			1156	22.78E+6	-6.237E+6	967200.	129.5E+6
2089	C3		1156	1.714E+6	10.83E+6	-3.004E+6	70.64E+6
			1177	1.714E+6	10.83E+6	-3.004E+6	73.62E+6
2090	C3		1156	-2.186E+6	4.660E+6	2.717E+6	40.49E+6
			1157	-2.186E+6	4.660E+6	2.717E+6	26.08E+6
2091	C3		716	28.62E+6	-12.42E+6	389600.	180.5E+6
			1157	28.62E+6	-12.42E+6	389600.	180.8E+6
2092	C3		1157	3.221E+6	14.70E+6	-4.378E+6	91.02E+6
			1178	3.221E+6	14.70E+6	-4.378E+6	94.64E+6
2093	C3		1157	-3.493E+6	8.152E+6	4.537E+6	64.85E+6
			1158	-3.493E+6	8.152E+6	4.537E+6	55.81E+6
2094	C3		717	37.67E+6	-16.14E+6	91880.	236.3E+6
			1158	37.67E+6	-16.14E+6	91880.	236.4E+6
2095	C3		1158	4.435E+6	20.84E+6	-6.731E+6	120.0E+6
			1179	4.435E+6	20.84E+6	-6.731E+6	122.5E+6
2096	C3		1158	-4.836E+6	9.113E+6	5.968E+6	74.31E+6
			1159	-4.836E+6	9.113E+6	5.968E+6	81.39E+6
2097	C3		718	49.99E+6	-12.24E+6	7479.	275.2E+6
			1159	49.99E+6	-12.24E+6	7479.	275.3E+6
2098	C3		1159	4.928E+6	30.60E+6	-8.414E+6	168.3E+6
			1180	4.928E+6	30.60E+6	-8.414E+6	157.3E+6
2099	C3		1159	-4.800E+6	4.096E+6	4.140E+6	45.71E+6
			1160	-4.800E+6	4.096E+6	4.140E+6	77.56E+6
2100	C3		719	59.72E+6	2.499E+6	-169000.	279.2E+6
			1160	59.72E+6	2.499E+6	-169000.	280.4E+6
2101	C3		1160	3.312E+6	38.63E+6	-1.762E+6	211.4E+6
			1181	3.312E+6	38.63E+6	-1.762E+6	165.3E+6
2102	C3		1160	-1.757E+6	-6.627E+6	-2.844E+6	77.08E+6
			1161	-1.757E+6	-6.627E+6	-2.844E+6	38.67E+6
2103	C3		720	52.63E+6	19.99E+6	19780.	319.0E+6
			1161	52.63E+6	19.99E+6	19780.	319.0E+6
2104	C3		1161	779800.	32.85E+6	7.182E+6	171.4E+6
			1182	779800.	32.85E+6	7.182E+6	141.3E+6
2105	C3		1161	350700.	-14.30E+6	-7.098E+6	89.63E+6
			1162	350700.	-14.30E+6	-7.098E+6	71.55E+6
2106	C3		721	40.71E+6	30.09E+6	455000.	309.0E+6
			1162	40.71E+6	30.09E+6	455000.	308.7E+6
2107	C3		1162	-477600.	24.20E+6	9.020E+6	125.2E+6
			1183	-477600.	24.20E+6	9.020E+6	110.4E+6
2108	C3		1162	816100.	-17.09E+6	-7.720E+6	88.84E+6
			1163	816100.	-17.09E+6	-7.720E+6	83.27E+6
2109	C3		722	28.79E+6	32.36E+6	397200.	266.9E+6
			1163	28.79E+6	32.36E+6	397200.	266.6E+6
2110	C3		1163	-603800.	16.31E+6	7.660E+6	81.71E+6
			1184	-603800.	16.31E+6	7.660E+6	82.33E+6
2111	C3		1163	640900.	-16.48E+6	-6.569E+6	91.08E+6
			1164	640900.	-16.48E+6	-6.569E+6	97.24E+6
2112	C3		723	19.43E+6	29.73E+6	308600.	215.2E+6
			1164	19.43E+6	29.73E+6	308600.	215.0E+6
2113	C3		1164	-227500.	10.58E+6	5.571E+6	59.91E+6
			1185	-227500.	10.58E+6	5.571E+6	59.19E+6
2114	C3		1164	216200.	-14.26E+6	-5.034E+6	86.42E+6
			1165	216200.	-14.26E+6	-5.034E+6	102.7E+6
2115	C3		724	13.18E+6	24.82E+6	296100.	167.0E+6
			1165	13.18E+6	24.82E+6	296100.	166.8E+6
2116	C3		1165	397600.	7.030E+6	3.825E+6	52.21E+6
			1186	397600.	7.030E+6	3.825E+6	44.88E+6
2117	C3		1165	-391500.	-11.49E+6	-3.621E+6	79.26E+6
			1166	-391500.	-11.49E+6	-3.621E+6	105.6E+6
2118	C3		725	9.519E+6	18.43E+6	321800.	123.3E+6
			1166	9.519E+6	18.43E+6	321800.	123.2E+6
2119	C3		1166	1.215E+6	4.685E+6	2.221E+6	53.01E+6
			1187	1.215E+6	4.685E+6	2.221E+6	41.83E+6
2120	C3		1166	-1.167E+6	-8.066E+6	-2.336E+6	71.57E+6
			1167	-1.167E+6	-8.066E+6	-2.336E+6	104.1E+6
2121	C3		726	7.798E+6	10.09E+6	342800.	80.58E+6
			1167	7.798E+6	10.09E+6	342800.	80.45E+6
2122	C3		1167	2.188E+6	4.653E+6	756500.	66.83E+6
			1188	2.188E+6	4.653E+6	756500.	50.87E+6
2123	C3		1167	-2.090E+6	-2.827E+6	-1.070E+6	66.67E+6
			1168	-2.090E+6	-2.827E+6	-1.070E+6	90.11E+6
2124	C3		727	7.618E+6	1.189E+6	323800.	42.02E+6
			1168	7.618E+6	1.189E+6	323800.	41.81E+6
2125	C3		1168	3.297E+6	5.012E+6	-523900.	84.94E+6
			1189	3.297E+6	5.012E+6	-523900.	63.60E+6
2126	C3		1168	-3.162E+6	1.438E+6	263700.	87.53E+6
			1169	-3.162E+6	1.438E+6	263700.	75.34E+6
2127	C3		728	8.713E+6	-6.416E+6	218000.	68.50E+6
			1169	8.713E+6	-6.416E+6	218000.	68.65E+6
2128	C3		1169	4.568E+6	5.964E+6	-1.918E+6	108.5E+6
			1190	4.568E+6	5.964E+6	-1.918E+6	81.17E+6
2129	C3		1169	-4.428E+6	4.925E+6	1.699E+6	102.2E+6
			1170	-4.428E+6	4.925E+6	1.699E+6	74.19E+6
2130	C3		729	10.70E+6	-12.40E+6	-44520.	103.1E+6
			1170	10.70E+6	-12.40E+6	-44520.	103.1E+6
2131	C3		1170	6.103E+6	7.413E+6	-3.313E+6	137.8E+6
			1191	6.103E+6	7.413E+6	-3.313E+6	103.6E+6
2132	C3		1170	-6.073E+6	7.532E+6	3.190E+6	111.7E+6
			1171	-6.073E+6	7.532E+6	3.190E+6	89.15E+6
2133	C3		730	12.79E+6	-16.51E+6	-471900.	130.2E+6
			1171	12.79E+6	-16.51E+6	-471900.	129.9E+6
2134	C3		1171	8.119E+6	8.985E+6	-4.549E+6	172.1E+6
			1192	8.119E+6	8.985E+6	-4.549E+6	129.9E+6
2135	C3		1171	-8.501E+6	9.123E+6	4.501E+6	117.8E+6
			1172	-8.501E+6	9.123E+6	4.501E+6	101.8E+6
2136	C3		731	14.21E+6	-18.49E+6	-746100.	145.1E+6
			1172	14.21E+6	-18.49E+6	-746100.	144.6E+6
2137	C3		1172	10.52E+6	10.30E+6	-5.391E+6	207.7E+6
			1193	10.52E+6	10.30E+6	-5.391E+6	156.3E+6
2138	C3		1172	-11.37E+6	9.577E+6	5.138E+6	118.7E+6
			1173	-11.37E+6	9.577E+6	5.138E+6	112.2E+6
2139	C3		732	15.82E+6	-18.24E+6	-565700.	150.9E+6
			1173	15.82E+6	-18.24E+6	-565700.	150.5E+6
2140	C3		1173	11.73E+6	11.67E+6	-5.652E+6	235.6E+6
			1194	11.73E+6	11.67E+6	-5.652E+6	175.3E+6
2141	C3		1173	-11.41E+6	8.943E+6	5.021E+6	101.3E+6
			1174	-11.41E+6	8.943E+6	5.021E+6	107.1E+6
2142	C3		733	18.49E+6	-15.75E+6	-209900.	151.5E+6
			1174	18.49E+6	-15.75E+6	-209900.	151.4E+6
2143	C3		1174	9.820E+6	13.62E+6	-5.384E+6	247.7E+6
			1195	9.820E+6	13.62E+6	-5.384E+6	180.5E+6
2144	C3		1174	-7.430E+6	7.093E+6	4.498E+6	64.44E+6
			1175	-7.430E+6	7.093E+6	4.498E+6	78.28E+6
2145	C3		734	21.37E+6	-11.24E+6	527200.	144.8E+6
			1175	21.37E+6	-11.24E+6	527200.	145.1E+6
2146	C3		1175	6.624E+6	15.71E+6	-4.861E+6	242.2E+6
			1196	6.624E+6	15.71E+6	-4.861E+6	170.5E+6
2147	C3		1175	-4.789E+6	4.215E+6	3.186E+6	33.77E+6
			1176	-4.789E+6	4.215E+6	3.186E+6	50.42E+6
2148	C3		735	27.13E+6	-5.728E+6	1.922E+6	147.6E+6
			1176	27.13E+6	-5.728E+6	1.922E+6	148.9E+6
2149	C3		1176	3.353E+6	19.64E+6	-4.407E+6	241.9E+6
			1197	3.353E+6	19.64E+6	-4.407E+6	168.0E+6
2150	C3		736	19.11E+6	-8.083E+6	1.605E+6	119.9E+6
			1177	19.11E+6	-8.083E+6	1.605E+6	121.0E+6
2151	C3		1177	1.760E+6	8.123E+6	-2.897E+6	45.48E+6
			1198	1.760E+6	8.123E+6	-2.897E+6	56.34E+6
2152	C3		1177	-2.395E+6	6.044E+6	2.780E+6	51.37E+6
			1178	-2.395E+6	6.044E+6	2.780E+6	30.53E+6
2153	C3		737	25.64E+6	-18.03E+6	957200.	190.8E+6
			1178	25.64E+6	-18.03E+6	957200.	191.5E+6
2154	C3		1178	3.182E+6	11.73E+6	-3.997E+6	59.97E+6
			1199	3.182E+6	11.73E+6	-3.997E+6	76.22E+6
2155	C3		1178	-3.617E+6	12.34E+6	5.091E+6	92.47E+6
			1179	-3.617E+6	12.34E+6	5.091E+6	72.38E+6
2156	C3		738	37.10E+6	-28.52E+6	776500.	286.0E+6
			1179	37.10E+6	-28.52E+6	776500.	286.6E+6
2157	C3		1179	4.425E+6	18.07E+6	-7.028E+6	100.3E+6
			1200	4.425E+6	18.07E+6	-7.028E+6	119.4E+6
2158	C3		1179	-4.935E+6	18.51E+6	8.910E+6	130.2E+6
			1180	-4.935E+6	18.51E+6	8.910E+6	127.6E+6
2159	C3		739	58.41E+6	-30.76E+6	810800.	390.0E+6
			1180	58.41E+6	-30.76E+6	810800.	389.6E+6
2160	C3		1180	5.116E+6	34.15E+6	-12.73E+6	185.4E+6
			1201	5.116E+6	34.15E+6	-12.73E+6	217.4E+6
2161	C3		1180	-5.095E+6	18.31E+6	10.72E+6	113.8E+6
			1181	-5.095E+6	18.31E+6	10.72E+6	173.2E+6
2162	C3		740	89.55E+6	-1.793E+6	286500.	419.9E+6
			1181	89.55E+6	-1.793E+6	286500.	409.9E+6
2163	C3		1181	3.729E+6	69.48E+6	-5.458E+6	336.0E+6
			1202	3.729E+6	69.48E+6	-5.458E+6	397.1E+6
2164	C3		1181	-2.006E+6	-16.02E+6	-5.320E+6	160.4E+6
			1182	-2.006E+6	-16.02E+6	-5.320E+6	78.20E+6
2165	C3		741	71.95E+6	36.23E+6	126700.	473.0E+6
			1182	71.95E+6	36.23E+6	126700.	472.1E+6
2166	C3		1182	1.071E+6	46.20E+6	9.288E+6	240.1E+6
			1203	1.071E+6	46.20E+6	9.288E+6	251.2E+6
2167	C3		1182	287500.	-25.62E+6	-11.13E+6	158.1E+6
			1183	287500.	-25.62E+6	-11.13E+6	131.2E+6
2168	C3		742	49.14E+6	48.78E+6	563900.	426.2E+6
			1183	49.14E+6	48.78E+6	563900.	426.0E+6
2169	C3		1183	-135400.	28.47E+6	11.99E+6	150.3E+6
			1204	-135400.	28.47E+6	11.99E+6	164.6E+6
2170	C3		1183	537800.	-26.34E+6	-9.989E+6	125.7E+6
			1184	537800.	-26.34E+6	-9.989E+6	131.0E+6
2171	C3		743	30.57E+6	46.83E+6	464200.	337.9E+6
			1184	30.57E+6	46.83E+6	464200.	337.6E+6
2172	C3		1184	-35220.	15.81E+6	7.980E+6	79.28E+6
			1205	-35220.	15.81E+6	7.980E+6	94.56E+6
2173	C3		1184	135800.	-22.52E+6	-6.893E+6	115.1E+6
			1185	135800.	-22.52E+6	-6.893E+6	132.8E+6
2174	C3		744	19.30E+6	39.19E+6	419500.	256.5E+6
			1185	19.30E+6	39.19E+6	419500.	256.2E+6
2175	C3		1185	563500.	9.319E+6	4.496E+6	43.67E+6
			1206	563500.	9.319E+6	4.496E+6	51.62E+6
2176	C3		1185	-478800.	-17.91E+6	-4.447E+6	104.0E+6
			1186	-478800.	-17.91E+6	-4.447E+6	132.8E+6
2177	C3		745	13.42E+6	30.89E+6	470600.	195.0E+6
			1186	13.42E+6	30.89E+6	470600.	194.8E+6
2178	C3		1186	1.380E+6	6.630E+6	2.313E+6	44.60E+6
			1207	1.380E+6	6.630E+6	2.313E+6	43.39E+6
2179	C3		1186	-1.270E+6	-14.22E+6	-2.719E+6	100.5E+6
			1187	-1.270E+6	-14.22E+6	-2.719E+6	134.6E+6
2180	C3		746	10.84E+6	22.00E+6	542600.	146.1E+6
			1187	10.84E+6	22.00E+6	542600.	145.8E+6
2181	C3		1187	2.366E+6	6.257E+6	883200.	57.16E+6
			1208	2.366E+6	6.257E+6	883200.	50.25E+6
2182	C3		1187	-2.237E+6	-8.957E+6	-1.293E+6	87.43E+6
			1188	-2.237E+6	-8.957E+6	-1.293E+6	127.0E+6
2183	C3		747	10.40E+6	11.80E+6	587300.	99.40E+6
			1188	10.40E+6	11.80E+6	587300.	99.01E+6
2184	C3		1188	3.511E+6	5.800E+6	-406900.	70.34E+6
			1209	3.511E+6	5.800E+6	-406900.	58.34E+6
2185	C3		1188	-3.356E+6	-3.447E+6	95230.	84.52E+6
			1189	-3.356E+6	-3.447E+6	95230.	113.2E+6
2186	C3		748	11.58E+6	1.587E+6	573300.	61.55E+6
			1189	11.58E+6	1.587E+6	573300.	61.17E+6
2187	C3		1189	4.810E+6	6.629E+6	-1.912E+6	90.52E+6
			1210	4.810E+6	6.629E+6	-1.912E+6	73.82E+6
2188	C3		1189	-4.627E+6	1.601E+6	1.579E+6	109.9E+6
			1190	-4.627E+6	1.601E+6	1.579E+6	96.54E+6
2189	C3		749	14.12E+6	-7.579E+6	460800.	97.24E+6
			1190	14.12E+6	-7.579E+6	460800.	97.54E+6
2190	C3		1190	6.276E+6	8.283E+6	-3.448E+6	116.2E+6
			1211	6.276E+6	8.283E+6	-3.448E+6	94.67E+6
2191	C3		1190	-6.094E+6	5.949E+6	3.209E+6	128.4E+6
			1191	-6.094E+6	5.949E+6	3.209E+6	94.06E+6
2192	C3		750	17.78E+6	-15.23E+6	197500.	146.0E+6
			1191	17.78E+6	-15.23E+6	197500.	146.2E+6
2193	C3		1191	7.999E+6	10.59E+6	-5.079E+6	147.7E+6
			1212	7.999E+6	10.59E+6	-5.079E+6	120.6E+6
2194	C3		1191	-7.919E+6	9.438E+6	4.925E+6	140.6E+6
			1192	-7.919E+6	9.438E+6	4.925E+6	112.8E+6
2195	C3		751	22.00E+6	-20.84E+6	-201000.	188.8E+6
			1192	22.00E+6	-20.84E+6	-201000.	188.7E+6
2196	C3		1192	10.15E+6	13.38E+6	-6.668E+6	185.4E+6
			1213	10.15E+6	13.38E+6	-6.668E+6	151.1E+6
2197	C3		1192	-10.41E+6	11.71E+6	6.400E+6	146.8E+6
			1193	-10.41E+6	11.71E+6	6.400E+6	127.9E+6
2198	C3		752	26.15E+6	-23.65E+6	-429800.	219.1E+6
			1193	26.15E+6	-23.65E+6	-429800.	218.8E+6
2199	C3		1193	12.56E+6	16.36E+6	-7.792E+6	226.8E+6
			1214	12.56E+6	16.36E+6	-7.792E+6	182.2E+6
2200	C3		1193	-13.15E+6	12.32E+6	6.944E+6	143.7E+6
			1194	-13.15E+6	12.32E+6	6.944E+6	137.2E+6
2201	C3		753	30.60E+6	-23.14E+6	-93500.	236.2E+6
			1194	30.60E+6	-23.14E+6	-93500.	236.1E+6
2202	C3		1194	13.65E+6	19.43E+6	-7.838E+6	262.7E+6
			1215	13.65E+6	19.43E+6	-7.838E+6	205.7E+6
2203	C3		1194	-13.04E+6	11.24E+6	6.279E+6	120.1E+6
			1195	-13.04E+6	11.24E+6	6.279E+6	128.6E+6
2204	C3		754	36.15E+6	-19.40E+6	376200.	244.6E+6
			1195	36.15E+6	-19.40E+6	376200.	244.9E+6
2205	C3		1195	11.29E+6	22.96E+6	-6.810E+6	280.4E+6
			1216	11.29E+6	22.96E+6	-6.810E+6	214.7E+6
2206	C3		1195	-8.262E+6	8.582E+6	5.291E+6	74.20E+6
			1196	-8.262E+6	8.582E+6	5.291E+6	91.50E+6
2207	C3		755	40.86E+6	-13.29E+6	1.197E+6	240.0E+6
			1196	40.86E+6	-13.29E+6	1.197E+6	240.8E+6
2208	C3		1196	7.722E+6	26.11E+6	-5.630E+6	273.9E+6
			1217	7.722E+6	26.11E+6	-5.630E+6	206.1E+6
2209	C3		1196	-5.743E+6	4.853E+6	3.588E+6	39.65E+6
			1197	-5.743E+6	4.853E+6	3.588E+6	59.25E+6
2210	C3		756	48.69E+6	-6.517E+6	2.852E+6	247.6E+6
			1197	48.69E+6	-6.517E+6	2.852E+6	249.5E+6
2211	C3		1197	4.093E+6	31.16E+6	-5.180E+6	273.5E+6
			1218	4.093E+6	31.16E+6	-5.180E+6	207.5E+6
2212	C3		757	13.54E+6	-8.249E+6	1.394E+6	95.83E+6
			1198	13.54E+6	-8.249E+6	1.394E+6	96.77E+6
2213	C3		1198	784100.	5.211E+6	-843600.	21.60E+6
			1219	784100.	5.211E+6	-843600.	32.81E+6
2214	C3		1198	-1.825E+6	6.246E+6	1.529E+6	51.25E+6
			1199	-1.825E+6	6.246E+6	1.529E+6	26.65E+6
2215	C3		758	17.67E+6	-21.00E+6	1.006E+6	168.9E+6
			1199	17.67E+6	-21.00E+6	1.006E+6	169.6E+6
2216	C3		1199	1.869E+6	6.449E+6	-1.144E+6	32.85E+6
			1220	1.869E+6	6.449E+6	-1.144E+6	54.74E+6
2217	C3		1199	-2.913E+6	14.83E+6	3.016E+6	106.9E+6
			1200	-2.913E+6	14.83E+6	3.016E+6	74.26E+6
2218	C3		759	25.58E+6	-39.41E+6	1.071E+6	283.4E+6
			1200	25.58E+6	-39.41E+6	1.071E+6	284.3E+6
2219	C3		1200	2.801E+6	9.269E+6	-1.897E+6	52.16E+6
			1221	2.801E+6	9.269E+6	-1.897E+6	95.56E+6
2220	C3		1200	-4.032E+6	27.27E+6	5.293E+6	181.1E+6
			1201	-4.032E+6	27.27E+6	5.293E+6	154.2E+6
2221	C3		760	39.88E+6	-58.33E+6	1.550E+6	430.6E+6
			1201	39.88E+6	-58.33E+6	1.550E+6	428.0E+6
2222	C3		1201	3.430E+6	10.98E+6	1.674E+6	62.13E+6
			1222	3.430E+6	10.98E+6	1.674E+6	147.0E+6
2223	C3		1201	-4.225E+6	51.04E+6	5.491E+6	252.5E+6
			1202	-4.225E+6	51.04E+6	5.491E+6	347.8E+6
2224	C3		761	50.84E+6	-16.42E+6	1.502E+6	360.0E+6
			1202	50.84E+6	-16.42E+6	1.502E+6	373.5E+6
2225	C3		1202	3.737E+6	-7.692E+6	-8.953E+6	179.4E+6
			1223	3.737E+6	-7.692E+6	-8.953E+6	116.1E+6
2226	C3		1202	-3.047E+6	-31.51E+6	7.398E+6	289.1E+6
			1203	-3.047E+6	-31.51E+6	7.398E+6	144.3E+6
2227	C3		762	76.34E+6	61.56E+6	966400.	610.5E+6
			1203	76.34E+6	61.56E+6	966400.	598.1E+6
2228	C3		1203	3.036E+6	55.27E+6	-3.817E+6	250.2E+6
			1224	3.036E+6	55.27E+6	-3.817E+6	399.7E+6
2229	C3		1203	-835600.	-47.45E+6	-13.25E+6	279.4E+6
			1204	-835600.	-47.45E+6	-13.25E+6	231.4E+6
2230	C3		763	44.53E+6	77.66E+6	1.198E+6	534.2E+6
			1204	44.53E+6	77.66E+6	1.198E+6	531.9E+6
2231	C3		1204	1.965E+6	23.78E+6	9.723E+6	113.9E+6
			1225	1.965E+6	23.78E+6	9.723E+6	202.8E+6
2232	C3		1204	-824100.	-39.16E+6	-10.10E+6	178.0E+6
			1205	-824100.	-39.16E+6	-10.10E+6	196.0E+6
2233	C3		764	23.21E+6	64.48E+6	955200.	385.5E+6
			1205	23.21E+6	64.48E+6	955200.	385.0E+6
2234	C3		1205	2.172E+6	8.627E+6	4.144E+6	49.45E+6
			1226	2.172E+6	8.627E+6	4.144E+6	88.97E+6
2235	C3		1205	-1.321E+6	-28.54E+6	-5.227E+6	141.0E+6
			1206	-1.321E+6	-28.54E+6	-5.227E+6	179.9E+6
2236	C3		765	14.34E+6	48.59E+6	896500.	278.1E+6
			1206	14.34E+6	48.59E+6	896500.	277.5E+6
2237	C3		1206	2.747E+6	5.314E+6	1.434E+6	34.30E+6
			1227	2.747E+6	5.314E+6	1.434E+6	50.06E+6
2238	C3		1206	-1.977E+6	-21.22E+6	-2.830E+6	129.9E+6
			1207	-1.977E+6	-21.22E+6	-2.830E+6	169.0E+6
2239	C3		766	11.07E+6	36.09E+6	938600.	208.8E+6
			1207	11.07E+6	36.09E+6	938600.	208.1E+6
2240	C3		1207	3.521E+6	4.570E+6	371600.	36.63E+6
			1228	3.521E+6	4.570E+6	371600.	39.63E+6
2241	C3		1207	-2.825E+6	-15.81E+6	-1.399E+6	122.9E+6
			1208	-2.825E+6	-15.81E+6	-1.399E+6	163.8E+6
2242	C3		767	10.48E+6	25.30E+6	984700.	158.2E+6
			1208	10.48E+6	25.30E+6	984700.	157.6E+6
2243	C3		1208	4.506E+6	4.292E+6	-728200.	50.87E+6
			1229	4.506E+6	4.292E+6	-728200.	47.34E+6
2244	C3		1208	-3.876E+6	-10.69E+6	-150300.	112.5E+6
			1209	-3.876E+6	-10.69E+6	-150300.	158.2E+6
2245	C3		768	11.55E+6	13.81E+6	993600.	113.2E+6
			1209	11.55E+6	13.81E+6	993600.	112.6E+6
2246	C3		1209	5.685E+6	5.816E+6	-1.939E+6	72.23E+6
			1230	5.685E+6	5.816E+6	-1.939E+6	64.16E+6
2247	C3		1209	-5.100E+6	-3.994E+6	1.180E+6	108.0E+6
			1210	-5.100E+6	-3.994E+6	1.180E+6	141.0E+6
2248	C3		769	13.98E+6	1.929E+6	942900.	73.95E+6
			1210	13.98E+6	1.929E+6	942900.	73.32E+6
2249	C3		1210	7.033E+6	7.453E+6	-3.161E+6	94.41E+6
			1231	7.033E+6	7.453E+6	-3.161E+6	82.74E+6
2250	C3		1210	-6.496E+6	1.838E+6	2.706E+6	137.0E+6
			1211	-6.496E+6	1.838E+6	2.706E+6	121.8E+6
2251	C3		770	17.70E+6	-8.999E+6	799100.	119.0E+6
			1211	17.70E+6	-8.999E+6	799100.	119.5E+6
2252	C3		1211	8.578E+6	9.613E+6	-4.690E+6	120.0E+6
			1232	8.578E+6	9.613E+6	-4.690E+6	105.3E+6
2253	C3		1211	-8.106E+6	7.176E+6	4.499E+6	159.5E+6
			1212	-8.106E+6	7.176E+6	4.499E+6	117.7E+6
2254	C3		771	22.78E+6	-18.78E+6	521900.	183.0E+6
			1212	22.78E+6	-18.78E+6	521900.	183.4E+6
2255	C3		1212	10.40E+6	12.54E+6	-6.520E+6	151.0E+6
			1233	10.40E+6	12.54E+6	-6.520E+6	133.2E+6
2256	C3		1212	-10.08E+6	11.90E+6	6.570E+6	175.6E+6
			1213	-10.08E+6	11.90E+6	6.570E+6	140.9E+6
2257	C3		772	29.25E+6	-26.69E+6	135700.	245.5E+6
			1213	29.25E+6	-26.69E+6	135700.	245.6E+6
2258	C3		1213	12.63E+6	16.54E+6	-8.690E+6	189.9E+6
			1234	12.63E+6	16.54E+6	-8.690E+6	167.8E+6
2259	C3		1213	-12.64E+6	15.41E+6	8.610E+6	183.5E+6
			1214	-12.64E+6	15.41E+6	8.610E+6	160.4E+6
2260	C3		773	37.22E+6	-31.06E+6	-68220.	299.2E+6
			1214	37.22E+6	-31.06E+6	-68220.	299.1E+6
2261	C3		1214	15.03E+6	21.99E+6	-10.82E+6	238.3E+6
			1235	15.03E+6	21.99E+6	-10.82E+6	207.1E+6
2262	C3		1214	-15.28E+6	16.44E+6	9.482E+6	175.6E+6
			1215	-15.28E+6	16.44E+6	9.482E+6	170.4E+6
2263	C3		774	46.69E+6	-29.88E+6	427500.	335.6E+6
			1215	46.69E+6	-29.88E+6	427500.	335.8E+6
2264	C3		1215	16.00E+6	28.40E+6	-11.12E+6	288.8E+6
			1236	16.00E+6	28.40E+6	-11.12E+6	238.8E+6
2265	C3		1215	-15.03E+6	14.10E+6	7.858E+6	139.9E+6
			1216	-15.03E+6	14.10E+6	7.858E+6	154.8E+6
2266	C3		775	56.56E+6	-23.17E+6	949700.	351.1E+6
			1216	56.56E+6	-23.17E+6	949700.	351.6E+6
2267	C3		1216	13.02E+6	33.83E+6	-7.890E+6	315.1E+6
			1237	13.02E+6	33.83E+6	-7.890E+6	246.6E+6
2268	C3		1216	-9.185E+6	9.705E+6	5.610E+6	80.15E+6
			1217	-9.185E+6	9.705E+6	5.610E+6	103.7E+6
2269	C3		776	62.02E+6	-13.99E+6	1.809E+6	337.6E+6
			1217	62.02E+6	-13.99E+6	1.809E+6	338.8E+6
2270	C3		1217	8.959E+6	37.86E+6	-4.791E+6	300.2E+6
			1238	8.959E+6	37.86E+6	-4.791E+6	242.0E+6
2271	C3		1217	-6.878E+6	4.567E+6	3.172E+6	42.10E+6
			1218	-6.878E+6	4.567E+6	3.172E+6	64.09E+6
2272	C3		777	70.32E+6	-6.087E+6	3.654E+6	343.4E+6
			1218	70.32E+6	-6.087E+6	3.654E+6	345.8E+6
2273	C3		1218	4.934E+6	42.30E+6	-4.796E+6	290.4E+6
			1239	4.934E+6	42.30E+6	-4.796E+6	241.8E+6
2274	C3		778	7.720E+6	-7.418E+6	-328700.	67.23E+6
			1219	7.720E+6	-7.418E+6	-328700.	66.99E+6
2275	C3		1219	662100.	2.832E+6	2.514E+6	13.50E+6
			1240	662100.	2.832E+6	2.514E+6	26.62E+6
2276	C3		1219	-1.278E+6	5.695E+6	-898100.	46.36E+6
			1220	-1.278E+6	5.695E+6	-898100.	22.53E+6
2277	C3		779	6.559E+6	-20.68E+6	6256.	120.6E+6
			1220	6.559E+6	-20.68E+6	6256.	120.9E+6
2278	C3		1220	1.487E+6	231400.	3.454E+6	28.43E+6
			1241	1.487E+6	231400.	3.454E+6	30.23E+6
2279	C3		1220	-2.066E+6	15.44E+6	-1.657E+6	106.4E+6
			1221	-2.066E+6	15.44E+6	-1.657E+6	73.76E+6
2280	C3		780	4.586E+6	-41.22E+6	244000.	206.2E+6
			1221	4.586E+6	-41.22E+6	244000.	205.1E+6
2281	C3		1221	2.263E+6	-4.778E+6	5.791E+6	76.31E+6
			1242	2.263E+6	-4.778E+6	5.791E+6	37.28E+6
